_loc,complexity,_too,volume,_pl,difficulty,_i,effort,bugs,time,total_lines,comments,blanks,unique_operators,unique_operands,total_operators,total_operands,result
96,7,205,1112.38,0.03,35.22,31.59,39175.27,0.37,2176.4,58,29,6,20,23,124,81,0.3553
69,7,172,915.37,0.04,22.67,40.38,20748.42,0.31,1152.69,47,4,15,16,24,104,68,0.2362
12,4,45,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,11,12,26,19,0.336
27,4,42,195.04,0.15,6.68,29.2,1302.6,0.07,72.37,16,5,4,11,14,25,17,0.4023
95,12,244,1435.36,0.04,28.43,50.49,40808.22,0.48,2267.12,50,33,10,23,36,155,89,0.3637
40,4,171,922.09,0.04,24.14,38.2,22259.16,0.31,1236.62,29,0,8,17,25,100,71,0.168
151,39,444,2518.56,0.02,45.5,55.35,114594.34,0.84,6366.35,98,33,14,21,30,314,130,0.2465
34,7,86,430,0.08,12.66,33.97,5442.89,0.14,302.38,21,2,6,13,19,49,37,0.3022
26,6,88,443.91,0.07,13.75,32.28,6103.72,0.15,339.1,21,0,3,15,18,55,33,0.2181
99,14,277,1802.66,0.04,26.16,68.92,47150.8,0.6,2619.49,85,4,10,27,64,153,124,0.15
107,31,286,1653.47,0.03,38.71,42.71,64005.25,0.55,3555.85,92,0,13,24,31,186,100,0.0046
27,2,61,286.73,0.11,8.75,32.77,2508.86,0.1,139.38,20,1,4,10,16,33,28,0.3016
13,3,18,62.27,0.19,5.25,11.86,326.92,0.02,18.16,8,0,3,7,4,12,6,0.3733
13,2,30,125.1,0.35,2.88,43.37,360.86,0.04,20.05,7,0,4,5,13,15,15,0.3661
109,7,264,1607.09,0.04,27.03,59.45,43442.73,0.54,2413.48,61,32,16,21,47,143,121,0.3461
92,5,418,2726.85,0.05,19.68,138.59,53651.64,0.91,2980.65,84,0,6,15,77,216,202,0.0329
45,1,140,768.86,0.09,11.17,68.82,8589.6,0.26,477.2,28,5,10,13,32,85,55,0.3116
25,3,68,326.9,0.08,12.38,26.42,4045.39,0.11,224.74,12,7,2,12,16,35,33,0.4369
129,30,402,2583.36,0.02,46.42,55.65,119927.45,0.86,6662.64,111,1,14,34,52,260,142,0.0347
34,6,105,529.66,0.03,30,17.66,15889.84,0.18,882.77,24,1,7,20,13,66,39,0.2603
350,58,1105,7403.99,0.01,78.55,94.26,581549.44,2.47,32308.3,265,45,31,27,77,657,448,0.1101
286,85,1614,10966.19,0.02,53.22,206.05,583632.03,3.66,32424,267,4,13,16,95,982,632,0
45,4,187,988.37,0.03,30,32.95,29651.11,0.33,1647.28,31,4,8,18,21,117,70,0.2773
15,3,48,220.08,0.1,10.05,21.91,2210.79,0.07,122.82,11,0,2,13,11,31,17,0.3048
42,3,54,247.59,0.08,12.6,19.65,3119.61,0.08,173.31,22,11,3,14,10,36,18,0.421
8,1,18,66.61,0.36,2.81,23.68,187.33,0.02,10.41,5,0,1,5,8,9,9,0.4185
15,3,32,133.44,0.11,9.43,14.15,1258.13,0.04,69.9,11,0,2,11,7,20,12,0.32
12,2,30,125.1,0.26,3.82,32.75,477.65,0.04,26.54,10,0,0,7,11,18,12,0.3323
322,82,2113,16357.72,0.01,195,83.89,3189755.94,5.45,177208.63,295,7,12,78,136,1438,680,0
91,11,233,1340.89,0.04,23.82,56.28,31944.7,0.45,1774.71,51,18,16,20,34,152,81,0.3189
23,4,53,254.79,0.08,12.12,21.03,3086.88,0.08,171.49,18,0,2,15,13,32,21,0.2523
160,18,216,1149.54,0.02,51.33,22.39,59009.54,0.38,3278.31,64,18,73,22,18,132,84,0.2927
121,7,453,2871.95,0.04,22.31,128.71,64080.43,0.96,3560.02,73,20,24,17,64,285,168,0.2758
31,7,60,294.41,0.06,17.27,17.04,5085.32,0.1,282.52,16,8,3,19,11,40,20,0.4168
35,9,93,501.49,0.08,12.58,39.86,6308.69,0.17,350.48,32,0,1,17,25,56,37,0.1705
89,11,266,1571.23,0.04,28.27,55.58,44416.07,0.52,2467.56,61,6,8,19,41,144,122,0.2141
8,1,16,50.72,0.36,2.8,18.11,142.01,0.02,7.89,5,0,1,4,5,9,7,0.4268
28,7,91,470.46,0.04,23.13,20.34,10879.46,0.16,604.41,24,1,3,20,16,54,37,0.2625
110,4,760,4748.42,0.03,39.29,120.85,186567.15,1.58,10364.84,89,0,19,14,62,412,348,0.0119
161,13,660,4273.98,0.03,38.42,111.25,164197.54,1.42,9122.09,105,20,32,22,67,426,234,0.2212
89,29,273,1452.89,0.03,39.54,36.74,57452.18,0.48,3191.79,78,0,9,17,23,166,107,0.0268
16,2,32,133.44,0.14,7.07,18.87,943.59,0.04,52.42,10,0,4,11,7,23,9,0.3304
69,14,184,1058.9,0.05,20.29,52.18,21489.43,0.35,1193.86,42,10,11,20,34,115,69,0.2934
20,7,41,185.47,0.08,12.44,14.9,2308.02,0.06,128.22,16,0,2,14,9,25,16,0.2691
82,24,233,1364.91,0.05,21.35,63.92,29145.81,0.45,1619.21,66,6,8,17,41,130,103,0.1934
29,5,124,710.26,0.08,12.11,58.66,8599.93,0.24,477.77,25,0,2,16,37,68,56,0.1887
5,1,14,48.43,0.19,5.25,9.23,254.27,0.02,14.13,3,0,0,7,4,8,6,0.4766
18,4,31,126.71,0.1,10.08,12.57,1277.67,0.04,70.98,8,4,3,11,6,20,11,0.4681
7,2,12,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,6,4,7,5,0.4328
122,10,381,2473.4,0.04,26.85,92.11,66417.96,0.82,3689.89,92,9,19,22,68,215,166,0.1909
49,6,137,760.98,0.04,23.76,32.03,18080.85,0.25,1004.49,38,0,9,22,25,83,54,0.1456
64,3,105,566.19,0.2,4.94,114.59,2797.66,0.19,155.43,29,13,20,8,34,63,42,0.3829
78,12,191,1083.43,0.02,40.87,26.51,44274.92,0.36,2459.72,52,11,10,25,26,106,85,0.2825
406,33,1057,6293.59,0.03,33.19,189.65,208853.8,2.1,11602.99,355,20,29,8,54,609,448,0.0671
143,3,460,3148.93,0.06,16.32,192.91,51400.64,1.05,2855.59,95,7,31,16,99,258,202,0.172
7,1,19,70.31,0.21,4.67,15.07,328.11,0.02,18.23,3,0,2,7,6,11,8,0.4652
32,3,97,493.48,0.09,10.91,45.24,5383.46,0.16,299.08,23,2,5,12,22,57,40,0.2948
14,3,33,144.95,0.11,8.94,16.21,1295.46,0.05,71.97,9,0,3,13,8,22,11,0.3365
23,2,38,171.9,0.09,10.89,15.79,1871.75,0.06,103.99,13,1,4,14,9,24,14,0.358
17,3,54,237.19,0.06,16.25,14.6,3854.26,0.08,214.13,13,0,2,13,8,34,20,0.2867
31,3,115,607.82,0.06,16.71,36.37,10159.3,0.2,564.41,26,0,3,18,21,76,39,0.1924
70,8,178,920.25,0.05,21.95,41.92,20203.6,0.31,1122.42,52,6,9,14,22,109,69,0.2495
6,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,3,1,3,1,1
17,3,42,187.3,0.11,9.39,19.95,1758.5,0.06,97.69,13,0,2,13,9,29,13,0.2938
48,28,235,1205.38,0.05,21.91,55.01,26413.58,0.4,1467.42,43,0,3,12,23,151,84,0.0903
24,5,67,337.97,0.07,13.81,24.47,4668.27,0.11,259.35,17,0,5,17,16,41,26,0.2478
9,5,28,112,0.12,8.36,13.4,936,0.04,52,7,0,0,9,7,15,13,0.3654
60,18,223,1152.89,0.02,47.5,24.27,54762.43,0.38,3042.36,32,25,1,19,17,138,85,0.3846
69,8,185,1088.29,0.04,22.68,47.98,24683,0.36,1371.28,51,3,13,23,36,114,71,0.2068
54,5,147,802.54,0.05,20.15,39.83,16169.62,0.27,898.31,28,13,11,17,27,83,64,0.3729
21,3,41,187.98,0.11,9.1,20.66,1710.65,0.06,95.04,14,0,5,14,10,28,13,0.2867
17,3,53,232.79,0.06,15.44,15.08,3593.74,0.08,199.65,13,0,2,13,8,34,19,0.2872
24,5,45,197.65,0.14,7.13,27.74,1408.29,0.07,78.24,15,3,4,9,12,26,19,0.3787
725,173,2869,22597.73,0.01,112.1,201.58,2533263.14,7.53,140736.84,622,30,53,40,195,1776,1093,0
33,1,104,515.24,0.24,4.13,124.62,2130.3,0.17,118.35,22,4,5,5,26,61,43,0.3337
46,2,113,593.02,0.11,9.11,65.12,5400.68,0.2,300.04,23,7,13,10,28,62,51,0.3585
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
38,8,145,673.36,0.05,20.53,32.8,13824.9,0.22,768.05,29,0,7,9,16,72,73,0.1722
112,20,382,2218.41,0.02,49.48,44.83,109777.66,0.74,6098.76,89,2,13,23,33,240,142,0.098
23,3,47,209.59,0.05,18.21,11.51,3817.59,0.07,212.09,17,0,4,15,7,30,17,0.265
59,4,110,581.39,0.07,14.69,39.58,8539.23,0.19,474.4,37,11,9,15,24,63,47,0.3445
75,13,205,1105.43,0.03,29.24,37.81,32322.63,0.37,1795.7,50,12,11,17,25,119,86,0.2911
18,2,41,180.09,0.09,10.56,17.05,1902.15,0.06,105.67,11,0,5,13,8,28,13,0.3122
31,3,105,534.18,0.09,11.76,45.42,6283.02,0.18,349.06,18,4,6,13,21,67,38,0.3489
40,5,191,1128.22,0.07,13.54,83.3,15279.97,0.38,848.89,32,5,3,14,46,102,89,0.2819
67,5,309,1725.75,0.03,32.04,53.85,55302.55,0.58,3072.36,52,1,8,15,32,167,140,0.1524
114,16,405,2411.45,0.02,55.74,43.26,134422.02,0.8,7467.89,81,18,12,25,37,240,165,0.2505
52,4,167,947.3,0.06,17.75,53.37,16814.49,0.32,934.14,35,0,14,17,34,96,71,0.1494
256,43,575,3876.34,0.03,35.31,109.78,136868.43,1.29,7603.8,159,60,34,26,81,355,220,0.2029
36,4,71,361.21,0.09,11.45,31.55,4134.89,0.12,229.72,28,2,4,15,19,42,29,0.2843
39,10,157,785,0.03,34.85,22.52,27359.56,0.26,1519.98,28,0,9,15,17,78,79,0.1682
39,4,112,579.03,0.07,13.57,42.69,7854.69,0.19,436.37,28,0,8,13,23,64,48,0.1855
4,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,0.905
7,2,14,50.19,0.29,3.5,14.34,175.66,0.02,9.76,5,0,0,7,5,9,5,0.4258
15,2,43,204.46,0.15,6.87,29.74,1405.66,0.07,78.09,11,0,2,11,16,23,20,0.3084
591,88,1865,14322.23,0.01,67.29,212.86,963681.5,4.77,53537.86,442,69,75,30,175,1080,785,0.0027
133,3,568,3821.46,0.04,22.34,171.1,85352.91,1.27,4741.83,112,2,17,15,91,297,271,0.0826
52,5,57,279.69,0.1,9.63,29.06,2692.04,0.09,149.56,17,10,21,14,16,35,22,0.4317
19,2,70,280,0.04,23.33,12,6533.33,0.09,362.96,12,0,4,10,6,42,28,0.2905
26,3,63,292.56,0.11,9.43,31.03,2758.45,0.1,153.25,8,13,3,11,14,39,24,0.525
202,70,878,5434.67,0.02,48.12,112.95,261494.78,1.81,14527.49,150,8,42,17,56,561,317,0.0313
187,20,531,3614.71,0.03,39.13,92.37,141452.57,1.2,7858.48,143,14,26,29,83,307,224,0.1585
18,2,44,196.21,0.11,9,21.8,1765.93,0.07,98.11,12,0,4,12,10,29,15,0.3014
4,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,5,2,5,2,0.905
126,10,263,1390.06,0.02,58.95,23.58,81940.43,0.46,4552.25,67,21,30,20,19,151,112,0.3059
16,2,27,96.79,0.33,3,32.25,290.38,0.03,16.12,10,0,4,4,9,17,14,0.3401
119,10,354,2191.2,0.04,25.51,85.9,55895.84,0.73,3105.32,68,9,38,19,54,209,145,0.2232
67,11,194,1111.22,0.05,19.54,56.86,21716.35,0.37,1206.46,56,1,8,18,35,118,76,0.1507
31,12,131,743.09,0.06,16.77,44.3,12464.7,0.25,692.48,27,1,1,20,31,79,52,0.2307
115,8,405,2622.67,0.03,30.14,87,79057.67,0.87,4392.09,79,13,21,23,66,232,173,0.2346
122,41,391,2066.59,0.01,90.18,22.92,186362.34,0.69,10353.46,118,0,1,25,14,290,101,0
19,5,55,269.88,0.08,13.14,20.53,3546.98,0.09,197.05,13,1,3,16,14,32,23,0.3402
22,3,77,391.73,0.1,10.09,38.82,3952.96,0.13,219.61,16,0,4,12,22,40,37,0.2517
11,2,23,92,0.14,7.07,13.01,650.57,0.03,36.14,7,0,2,9,7,12,11,0.3755
60,8,156,866.52,0.03,32.1,26.99,27818.77,0.29,1545.49,45,5,8,23,24,89,67,0.2536
32,3,73,371.38,0.17,5.76,64.48,2139.18,0.12,118.84,20,5,5,9,25,41,32,0.3629
41,2,72,342.35,0.11,9.12,37.55,3121.44,0.11,173.41,20,12,7,10,17,41,31,0.4284
42,8,111,616.56,0.07,14.25,43.27,8785.97,0.21,488.11,34,0,4,19,28,69,42,0.1598
53,3,154,835.64,0.07,14.95,55.9,12492.89,0.28,694.05,33,4,8,13,30,85,69,0.2779
351,30,676,4366.58,0.02,48.3,90.41,210905.61,1.46,11716.98,223,107,11,23,65,403,273,0.1383
80,14,191,1072.41,0.06,16.99,63.14,18215.19,0.36,1011.96,63,3,10,15,34,114,77,0.1792
24,2,46,202.05,0.12,8.25,24.49,1666.88,0.07,92.6,13,0,8,11,10,31,15,0.2929
48,8,142,779.84,0.05,20.46,38.11,15956.79,0.26,886.49,37,0,9,19,26,86,56,0.1447
70,6,135,713.53,0.05,20.14,35.42,14372.52,0.24,798.47,28,7,32,18,21,88,47,0.3288
28,3,66,330,0.11,9,36.67,2970,0.11,165,22,0,4,12,20,36,30,0.2268
66,12,225,1220.91,0.04,26.28,46.46,32085.5,0.41,1782.53,50,6,8,18,25,152,73,0.2392
17,3,42,189.99,0.11,9.27,20.49,1761.72,0.06,97.87,13,0,2,12,11,25,17,0.2934
70,7,182,1070.64,0.03,31.91,33.55,34163.18,0.36,1897.95,52,5,11,26,33,101,81,0.2348
60,7,141,750.39,0.07,14.69,51.1,11019.64,0.25,612.2,41,8,9,13,27,80,61,0.2992
5,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3,0,0,7,5,9,6,0.4734
152,16,500,3370.73,0.04,26.92,125.22,90732.21,1.12,5040.68,115,0,35,22,85,292,208,0
13,2,15,47.55,0.5,2,23.77,95.1,0.02,5.28,8,0,1,4,5,10,5,0.3976
36,2,332,1754.75,0.07,15,116.98,26321.3,0.58,1462.29,32,0,1,6,33,167,165,0.1418
17,2,52,228.4,0.16,6.25,36.54,1427.5,0.08,79.31,15,0,2,7,14,27,25,0.2756
47,4,85,428.77,0.12,8.48,50.57,3635.25,0.14,201.96,31,4,9,10,23,46,39,0.3027
20,3,38,166.91,0.11,8.8,18.97,1468.79,0.06,81.6,14,2,2,11,10,22,16,0.3748
71,3,67,358.96,0.08,13.33,26.92,4786.08,0.12,265.89,19,13,26,20,21,39,28,0.4368
28,2,75,339.27,0.07,15.27,22.21,5181.53,0.11,287.86,17,8,1,12,11,47,28,0.4134
48,13,159,927.43,0.04,23.68,39.17,21958.26,0.31,1219.9,36,6,2,23,34,89,70,0.2774
128,11,361,2212.67,0.03,31.2,70.92,69035.34,0.74,3835.3,74,25,22,20,50,205,156,0.2948
12,4,49,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,8,0,2,12,12,28,21,0.333
22,1,107,508.77,0.08,12.06,42.19,6135.2,0.17,340.84,16,0,4,10,17,66,41,0.2465
157,17,588,3727.83,0.01,67.59,55.15,251971,1.24,13998.39,131,0,24,32,49,381,207,0
90,7,258,1456.11,0.03,36.67,39.71,53390.88,0.49,2966.16,63,0,16,20,30,148,110,0.0766
18,1,16,64,0.33,3,21.33,192,0.02,10.67,14,0,2,6,10,6,10,0.3222
44,4,114,602.54,0.06,17.58,34.28,10589.57,0.2,588.31,23,3,16,19,20,77,37,0.3056
46,12,131,687.48,0.04,26.5,25.94,18218.18,0.23,1012.12,30,7,7,19,19,78,53,0.3154
107,14,317,2042.41,0.05,19.42,105.18,39661.86,0.68,2203.44,83,5,17,19,68,178,139,0.1614
72,6,245,1360.87,0.03,31.89,42.67,43402.17,0.45,2411.23,52,7,9,19,28,151,94,0.2506
69,6,212,1225.65,0.05,19.53,62.76,23934.19,0.41,1329.68,45,6,15,19,36,138,74,0.2572
17,3,113,496.33,0.05,20.25,24.51,10050.72,0.17,558.37,15,0,0,9,12,59,54,0.2507
21,5,43,188.87,0.18,5.5,34.34,1038.78,0.06,57.71,19,0,0,11,10,33,10,0.255
19,3,54,247.59,0.1,10,24.76,2475.88,0.08,137.55,12,0,5,12,12,34,20,0.2929
45,7,168,1008,0.08,13.33,75.6,13440,0.34,746.67,42,0,3,16,48,88,80,0.1262
33,1,51,216.64,0.11,8.73,24.82,1890.71,0.07,105.04,12,5,14,8,11,27,24,0.4304
12,2,24,93.77,0.15,6.75,13.89,632.92,0.03,35.16,8,0,2,9,6,15,9,0.3622
9,2,24,96,0.18,5.5,17.45,528,0.03,29.33,6,0,1,8,8,13,11,0.3888
12,3,34,153.8,0.13,7.64,20.14,1174.48,0.05,65.25,10,0,0,12,11,20,14,0.3247
455,23,1793,13503.77,0.02,65.16,207.25,879854.82,4.5,48880.82,359,17,76,26,160,966,834,0.043
54,6,166,941.62,0.04,23.1,40.76,21751.48,0.31,1208.42,38,2,12,21,30,100,66,0.2235
81,24,231,1253.47,0.02,49.24,25.46,61718.34,0.42,3428.8,77,0,2,22,21,137,94,0.0393
5,1,14,48.43,0.19,5.25,9.23,254.27,0.02,14.13,3,0,0,7,4,8,6,0.4766
157,19,239,1320.13,0.02,57.14,23.1,75436.07,0.44,4190.89,70,55,22,25,21,143,96,0.3457
57,5,137,702.71,0.09,11.2,62.74,7870.37,0.23,437.24,29,24,1,10,25,81,56,0.4233
37,4,166,941.62,0.05,19.75,47.68,18597.05,0.31,1033.17,32,0,5,17,34,87,79,0.1581
29,5,103,472.25,0.05,20.5,23.04,9681.15,0.16,537.84,22,0,5,12,12,62,41,0.2132
77,15,273,1656.04,0.06,18.04,91.8,29873.71,0.55,1659.65,62,4,9,16,51,158,115,0.1812
123,8,390,2531.82,0.04,27.5,92.07,69625.12,0.84,3868.06,91,10,20,22,68,220,170,0.2018
127,16,462,3042.25,0.02,42,72.43,127774.61,1.01,7098.59,105,3,11,28,68,258,204,0.0964
43,8,66,320.63,0.11,8.82,36.34,2829.06,0.11,157.17,27,4,9,12,17,41,25,0.3193
35,8,69,331.71,0.04,24.28,13.66,8053.12,0.11,447.4,18,9,5,19,9,46,23,0.4092
9,1,16,57.36,0.4,2.5,22.94,143.4,0.02,7.97,5,0,2,5,7,9,7,0.423
7,2,12,39.86,0.27,3.75,10.63,149.49,0.01,8.3,5,0,0,6,4,7,5,0.4328
56,6,154,855.41,0.03,33.39,25.62,28563.14,0.29,1586.84,38,5,11,24,23,90,64,0.2727
170,19,1264,8245.78,0.01,100.4,82.13,827903.14,2.75,45994.62,146,9,9,30,62,851,415,0.0984
20,4,46,210.91,0.11,8.86,23.79,1869.41,0.07,103.86,14,0,4,13,11,31,15,0.2819
19,3,52,235.23,0.11,9.23,25.48,2171.31,0.08,120.63,11,0,4,10,13,28,24,0.3027
26,3,57,261.33,0.13,7.5,34.85,1960.07,0.09,108.89,21,0,2,10,14,36,21,0.2383
10,2,20,78.14,0.22,4.5,17.36,351.62,0.03,19.53,7,0,1,9,6,14,6,0.3804
77,1,365,2273.52,0.1,10.45,217.61,23753.18,0.76,1319.62,67,0,8,8,67,190,175,0.0653
23,3,93,442.2,0.09,11.5,38.45,5085.35,0.15,282.52,18,0,3,9,18,47,46,0.2369
45,5,148,835.29,0.05,18.28,45.69,15270.16,0.28,848.34,31,1,6,18,32,83,65,0.2235
62,7,244,1377.1,0.04,25.24,54.56,34761.37,0.46,1931.19,51,0,9,17,33,146,98,0.0983
34,5,80,407,0.09,10.91,37.31,4439.97,0.14,246.66,21,4,7,12,22,40,40,0.3399
27,3,54,264.97,0.11,9.19,28.84,2434.43,0.09,135.25,22,0,2,14,16,33,21,0.2335
47,8,140,739.96,0.04,24,30.83,17758.95,0.25,986.61,34,1,10,18,21,84,56,0.2144
28,7,54,262.33,0.07,13.46,19.49,3530.54,0.09,196.14,16,4,2,17,12,35,19,0.3763
19,2,43,188.87,0.12,8.64,21.87,1631.15,0.06,90.62,9,1,4,10,11,24,19,0.3899
14,2,26,101.58,0.19,5.25,19.35,533.29,0.03,29.63,9,0,3,9,6,19,7,0.3486
77,14,230,1311.1,0.03,30.52,42.97,40008.45,0.44,2222.69,59,0,7,19,33,124,106,0.0766
15,3,23,85.11,0.21,4.67,18.24,397.18,0.03,22.07,13,0,0,7,6,15,8,0.3178
24,2,48,214.05,0.24,4.13,51.89,882.97,0.07,49.05,16,2,4,6,16,26,22,0.3559
184,9,693,4662.45,0.03,35.93,129.78,167499.82,1.55,9305.55,140,13,29,19,87,364,329,0.1616
26,2,127,496.18,0.04,27.43,18.09,13609.37,0.17,756.08,18,0,5,8,7,79,48,0.2347
80,7,347,2082,0.04,25.87,80.49,53855.82,0.69,2991.99,64,6,10,15,49,178,169,0.2063
85,24,261,1473.05,0.03,30.65,48.07,45141.75,0.49,2507.87,59,18,6,19,31,161,100,0.2848
18,2,45,197.65,0.12,8.25,23.96,1630.65,0.07,90.59,12,0,4,11,10,30,15,0.3011
14,1,79,346.99,0.22,4.59,75.63,1592.09,0.12,88.45,12,0,0,4,17,40,39,0.2854
5,1,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3,0,0,7,5,9,6,0.4734
65,9,178,940.8,0.04,23.57,39.91,22176.04,0.31,1232,45,8,10,18,21,123,55,0.2808
17,3,41,182.84,0.12,8.67,21.1,1584.58,0.06,88.03,12,0,3,13,9,29,12,0.3022
17,2,36,152.93,0.13,7.78,19.66,1189.42,0.05,66.08,12,0,3,10,9,22,14,0.3089
71,1,77,388.42,0.14,7.25,53.57,2816.03,0.13,156.45,30,12,27,11,22,48,29,0.3874
24,10,50,229.25,0.11,9.31,24.63,2133.77,0.08,118.54,20,0,2,11,13,28,22,0.2375
15,34,1312,7119.26,0.01,141.95,50.15,1010595.82,2.37,56144.21,12,0,1,22,21,1041,271,0.1491
85,11,332,1910.62,0.03,39.12,48.84,74739.06,0.64,4152.17,78,0,5,20,34,199,133,0.0427
16,3,32,135.93,0.13,7.78,17.48,1057.26,0.05,58.74,11,0,3,10,9,18,14,0.3194
47,2,123,683.21,0.11,9.43,72.46,6441.74,0.23,357.87,29,5,11,12,35,68,55,0.3105
84,15,396,2458.94,0.02,40.62,60.54,99870.94,0.82,5548.39,71,4,7,22,52,204,192,0.1563
22,2,34,157.89,0.12,8.27,19.09,1306.19,0.05,72.57,18,0,2,14,11,21,13,0.2696
35,1,138,762.25,0.08,12.25,62.22,9337.58,0.25,518.75,25,0,8,14,32,82,56,0.1919
66,6,172,955.39,0.05,20.79,45.95,19865.51,0.32,1103.64,47,7,9,18,29,105,67,0.2709
33,5,101,541.11,0.05,19.86,27.24,10748.47,0.18,597.14,25,0,6,19,22,55,46,0.1969
39,7,132,687.65,0.05,20.83,33.02,14320.27,0.23,795.57,25,5,6,17,20,83,49,0.3176
157,7,383,2626.61,0.06,17.71,148.33,46512.83,0.88,2584.05,76,10,63,20,96,213,170,0.2191
6,1,10,25.85,0.67,1.5,17.23,38.77,0.01,2.15,4,0,0,3,3,7,3,0.8621
167,13,541,3654.39,0.03,29.9,122.22,109266.38,1.22,6070.35,125,8,32,23,85,320,221,0.1373
139,15,309,1881.03,0.03,33.27,56.53,62586.87,0.63,3477.05,100,12,25,24,44,187,122,0.2066
147,19,458,2994.93,0.03,31.13,96.21,93233.62,1,5179.65,108,17,20,24,69,279,179,0.208
18,2,39,165.67,0.11,9.43,17.57,1562.02,0.06,86.78,11,0,4,12,7,28,11,0.3147
149,25,715,4558.15,0.02,47.53,95.89,216664.22,1.52,12036.9,117,16,12,23,60,467,248,0.1746
51,7,175,997.58,0.04,23.61,42.26,23548.86,0.33,1308.27,47,0,2,19,33,93,82,0.1158
8,2,14,50.19,0.25,4,12.55,200.76,0.02,11.15,4,0,2,8,4,10,4,0.4469
23,5,57,276.9,0.14,6.91,40.09,1912.37,0.09,106.24,21,0,0,13,16,40,17,0.2338
55,6,158,816.85,0.03,36.14,22.6,29523.23,0.27,1640.18,37,12,3,22,14,112,46,0.3383
29,3,95,502.11,0.08,12.32,40.76,6186.03,0.17,343.67,21,0,6,14,25,51,44,0.2184
14,3,28,103.61,0.13,8,12.95,828.9,0.03,46.05,11,0,1,8,5,18,10,0.3277
99,20,136,691.89,0.05,19,36.42,13146,0.23,730.33,53,36,8,17,17,98,38,0.375
105,4,303,1942.05,0.07,15.32,126.75,29754.91,0.65,1653.05,74,11,18,15,70,160,143,0.2421
37,4,104,529.1,0.06,18.16,29.14,9607.27,0.18,533.74,30,0,5,15,19,58,46,0.1817
63,24,155,807.47,0.03,32.94,24.51,26598.86,0.27,1477.71,57,2,2,20,17,99,56,0.1656
13,1,45,171.33,0.07,14.4,11.9,2467.17,0.06,137.06,9,0,2,9,5,29,16,0.3341
94,23,220,1222.01,0.05,20.9,58.46,25543.94,0.41,1419.11,77,12,3,16,31,139,81,0.2337
93,15,333,2061.21,0.03,38.02,54.21,78368.98,0.69,4353.83,72,0,16,25,48,187,146,0.0426
10,2,14,46.51,0.33,3,15.5,139.52,0.02,7.75,7,0,1,6,4,10,4,0.3962
191,32,547,3601.97,0.02,43.46,82.89,156531.52,1.2,8696.2,169,3,17,26,70,315,234,0.0246
200,52,1334,9292.36,0.01,99.31,93.57,922860.63,3.1,51270.04,188,5,5,39,86,896,438,0
27,5,71,358.15,0.06,16.2,22.11,5802.06,0.12,322.34,21,0,4,18,15,44,27,0.226
7,1,26,89.95,0.14,7,12.85,629.62,0.03,34.98,5,0,0,7,4,18,8,0.4094
15,3,45,197.65,0.15,6.46,30.59,1277.15,0.07,70.95,10,0,3,8,13,24,21,0.3171
28,4,69,338.58,0.06,16.35,20.71,5534.41,0.11,307.47,20,0,6,17,13,44,25,0.2337
11,1,26,104,0.5,2,52,208,0.03,11.56,2,0,2,4,12,14,12,0.4918
23,2,51,233.83,0.17,6,38.97,1403,0.08,77.94,19,0,2,9,15,31,20,0.2525
8,2,11,34.87,0.33,3,11.62,104.61,0.01,5.81,6,0,0,6,3,8,3,0.4196
78,2,307,1912.25,0.06,16.07,119.03,30721.35,0.64,1706.74,64,0,12,14,61,167,140,0.0735
169,31,877,5970.05,0.02,65.86,90.65,393196.14,1.99,21844.23,130,8,26,29,83,500,377,0.0945
41,2,174,944.17,0.08,12.58,75.08,11873.65,0.31,659.65,34,0,5,10,33,91,83,0.1549
44,4,90,475.69,0.1,9.78,48.65,4651.15,0.16,258.39,30,1,10,12,27,46,44,0.2451
11,2,30,120,0.11,9.17,13.09,1100,0.04,61.11,8,0,1,10,6,19,11,0.3547
60,13,151,847.82,0.07,14.06,60.3,11920.88,0.28,662.27,51,2,4,16,33,93,58,0.1894
24,5,68,326.9,0.1,9.71,33.68,3172.85,0.11,176.27,12,0,6,11,17,38,30,0.2818
36,10,116,625.51,0.04,23,27.2,14386.7,0.21,799.26,25,4,5,21,21,70,46,0.3035
12,2,23,94.01,0.29,3.5,26.86,329.04,0.03,18.28,7,1,2,7,10,13,10,0.435
219,40,545,3474.4,0.02,44.61,77.88,155000.02,1.16,8611.11,144,46,26,25,58,338,207,0.2158
48,9,118,665.98,0.07,15.02,44.35,10000.37,0.22,555.58,35,3,8,19,31,69,49,0.2561
32,6,93,484.48,0.05,18.95,25.57,9179.61,0.16,509.98,24,0,6,18,19,53,40,0.2028
72,7,198,1134.13,0.05,20.31,55.85,23029.1,0.38,1279.39,51,10,8,17,36,112,86,0.2824
